Date,Open,High,Low,Close,Volume
2019/12/31,12.62188862,12.6983852,12.54539203,12.58364105,30478470
2020/1/2,12.58364299,12.73663473,12.54539396,12.66013813,32937461
2020/1/3,12.66013762,12.66013762,12.3541527,12.46889687,48588354
2020/1/6,12.27765656,12.35415315,12.20116069,12.27765656,44790472
2020/1/7,12.27765702,12.35415362,12.08641697,12.23940945,39718117
2020/1/8,12.12466382,12.16291139,11.97167064,12.04816723,60419690
2020/1/9,12.12466482,12.35415315,12.12466482,12.27765656,43816080
2020/1/10,12.39240075,12.43064831,12.12466342,12.35415173,32386886
2020/1/13,12.35415315,12.39240218,12.27765656,12.27765656,23989283
2020/1/14,12.31590465,12.54539296,12.27765562,12.4306488,61290528
2020/1/15,12.46889588,12.54539247,12.31590416,12.35415173,36473736
2020/1/16,12.39240075,12.39240075,12.23940757,12.35415173,27867646
2020/1/17,12.35415362,12.35415362,12.20116115,12.23940945,28648214
2020/1/20,12.12466482,12.35415315,12.12466482,12.27765656,31117744
2020/1/30,11.85692735,11.89517565,11.43619753,11.55094242,137855301
2020/1/31,11.51269411,11.62743828,11.32145335,11.39794922,68549345
2020/2/3,11.05371645,11.4744463,10.82422738,11.4744463,75514825
2020/2/4,12.66013722,12.66013722,11.62743759,11.62743759,70790085
2020/2/5,11.66568616,12.00991938,11.66568616,11.85692692,77032246
2020/2/6,12.0864156,12.5071454,12.0481673,12.4306488,157712052
2020/2/7,12.39240077,12.62188908,12.35415175,12.50714493,80109163
2020/2/10,12.35415318,12.66013811,12.23940901,12.54539394,44206055
2020/2/11,12.66013765,12.927875,12.62189008,12.77488327,72967688
2020/2/12,12.73663381,12.96612359,12.69838625,12.92787457,79548774
2020/2/13,13.00437066,13.11911481,12.73663332,12.8896265,65415317
2020/2/14,12.69838666,12.77488326,12.62189007,12.62189007,43506095
2020/2/17,12.62189054,12.66013811,12.50714637,12.54539394,40030219
2020/2/18,12.54539247,12.54539247,12.31590416,12.35415173,44154247
2020/2/19,12.31590462,12.43064878,12.27765559,12.31590462,30092840
2020/2/20,12.4306493,12.62189006,12.31590513,12.46889687,41324196
2020/2/21,12.35415315,12.43064975,12.23940899,12.27765656,26572971
2020/2/24,12.16291307,12.20116137,12.0864172,12.0864172,42409882
2020/2/25,11.93342497,12.31590653,11.93342497,12.16291332,39151580
2020/2/26,11.93342304,12.0481672,11.93342304,11.93342304,47662845
2020/2/27,11.93342373,12.04816789,11.66568637,11.70393467,79271042
2020/3/2,11.43619754,11.81867907,11.43619754,11.66568661,89628541
2020/3/3,11.89517522,12.04816767,11.74218276,11.85692692,88570177
2020/3/4,11.85692812,12.23940967,11.85692812,12.0864172,84749276
2020/3/5,12.23940919,12.27765676,12.00992012,12.00992012,59085885
2020/3/6,11.89517449,11.93342279,11.78042961,11.8186779,69534487
2020/3/9,11.58918927,11.58918927,11.43619681,11.51269341,82969389
2020/3/10,11.43619728,11.66568634,11.32145312,11.43619728,82904523
2020/3/11,11.47444556,11.51269385,11.32145309,11.32145309,55553147
2020/3/12,11.16846034,11.2067079,10.59473807,10.97721958,138258958
2020/3/13,10.47999291,10.938971,10.44174462,10.74773026,211904177
2020/3/16,10.7094817,10.78597829,10.51824096,10.63298512,81036386
2020/3/17,10.51824188,10.70948264,10.44174529,10.51824188,132863414
2020/3/18,10.55648804,10.70948047,10.51823975,10.55648804,90628139
2020/3/19,10.51824116,10.55648946,10.02101551,10.47999287,151597652
2020/3/20,10.55648971,11.01546708,10.55648971,10.59473801,157756287
2020/3/23,10.36524942,10.59473848,10.32700112,10.51824188,59406609
2020/3/24,10.74773046,10.82422633,10.55648971,10.59473801,100357252
2020/3/25,10.74773097,10.97722003,10.67123438,10.78597927,187932889
2020/3/26,10.82422684,10.86247514,10.67123438,10.78597927,74645046
2020/3/27,10.97721954,10.97721954,10.6329856,10.70948219,59235321
2020/3/30,10.59473827,10.67123413,10.51824167,10.67123413,38765524
2020/3/31,10.9772205,10.9772205,10.44174576,10.44174576,79000889
2020/4/1,10.59473633,10.59473633,10.44174317,10.55648804,44891990
2020/4/6,10.67123438,10.78597927,10.55649021,10.78597927,75417890
2020/4/7,10.90072297,10.93897127,10.67123392,10.82422638,66031028
2020/4/8,10.8242271,10.93897199,10.78597953,10.8624754,59324325
2020/4/9,10.93897199,11.01546786,10.78597953,10.8624754,40473210
2020/4/10,10.90072322,10.93897152,10.82422663,10.93897152,23315732
2020/4/13,11.05371574,11.55094215,11.01546744,11.32145309,94375364
2020/4/14,11.51269461,11.58919048,11.35970214,11.58919048,70873919
2020/4/15,11.58918999,11.62743829,11.39794923,11.55094242,76800916
2020/4/16,11.35970165,11.55094241,11.32145335,11.39794922,53398536
2020/4/17,11.62743756,11.81867832,11.47444511,11.51269341,102841345
2020/4/20,11.55094291,11.62743878,11.43619801,11.58919048,46983290
2020/4/21,11.55094215,11.74218291,11.32145309,11.32145309,74235734
2020/4/22,11.32145268,11.62743759,11.28320438,11.62743759,51801119
2020/4/23,11.81867982,12.23940967,11.78043152,12.0864172,157791012
2020/4/24,12.16291332,12.31590653,12.12466575,12.16291332,104062670
2020/4/27,12.35415173,12.46889588,12.16291098,12.35415173,121440284
2020/4/28,11.85692784,11.93342444,11.28320553,11.4744463,219150807
2020/4/29,11.62743807,11.85692713,11.62743807,11.70393467,96798319
2020/4/30,11.81867839,11.93342328,11.74218252,11.89517498,64768656
2020/5/4,11.55094198,11.8186786,11.51269368,11.74218273,47975074
2020/5/5,11.85692737,11.89517567,11.66568661,11.66568661,34096450
2020/5/6,11.66568637,11.81867883,11.66568637,11.70393467,34763487
2020/5/7,11.81867816,12.12466379,11.703934,11.93342304,58025473
2020/5/8,12.12466429,12.12466429,11.85692694,11.9716711,39736136
2020/5/11,12.0864155,12.12466379,11.93342304,11.93342304,42257477
2020/5/12,11.8569262,11.97167035,11.74218204,11.8186779,40406407
2020/5/13,11.78042986,11.93342304,11.74218229,11.93342304,30545962
2020/5/14,11.8186786,11.89517519,11.62743784,11.74218273,31677085
2020/5/15,11.81867814,11.85692643,11.58918909,11.78042984,32116870
2020/5/18,11.78043075,11.78043075,11.55094242,11.55094242,41754666
2020/5/19,11.70393464,11.70393464,11.39794898,11.43619728,54397126
2020/5/20,11.58918948,11.58918948,11.35970116,11.35970116,59202595
