Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Price,Open,High,Low,Close,Volume
Date,,,,,
2020-03-23,233.52589452406937,238.5235303990981,228.98258918313417,231.7085723876953,76466709
2020-03-24,243.5211946006133,248.97316164391063,241.70387225284753,243.06686401367188,81952933
2020-03-25,251.2447966427579,254.4251105243118,248.97314387021942,251.69912719726562,79447199
2020-03-26,253.97074884687152,254.42507934570315,250.3361048562186,254.42507934570312,52845633
2020-03-27,258.0597400036487,259.87706211635043,248.06446838378906,248.06446838378906,68752306
2020-03-30,239.4322193181403,244.4298557744962,238.52355814425744,243.06686401367188,49159956
2020-03-31,248.06449862292214,248.97315979003906,244.88418453801287,248.97315979003906,48837923
2020-04-01,251.24478233716763,251.24478233716763,246.70147705078125,246.70147705078125,44515034
2020-04-06,248.06445284807097,250.3361053466797,245.33846984974053,250.3361053466797,56392754
2020-04-07,257.60536193847656,258.0596923828125,254.87937927246094,257.1510314941406,48787346
2020-04-08,258.9684143066406,259.4227448580558,257.15109210098,258.9684143066406,37912826
2020-04-09,261.24000549316406,261.6943359375,256.6967010498047,257.1510314941406,27620430
2020-04-10,254.42501825595372,256.24233981492483,253.5163574764682,253.97068786621094,27252858
2020-04-13,253.0621337890625,255.78811727691595,253.0621337890625,253.0621337890625,22196596
2020-04-14,255.33376989531936,259.4227448580558,254.42510879248903,258.9684143066406,48809688
2020-04-15,260.7856902810802,262.1486816936991,259.87702933933423,261.2400207519531,55216434
2020-04-16,257.1511068560482,262.14874320837424,257.1511068560482,260.3314208984375,47815280
2020-04-17,275.7786552590997,280.3219609470585,273.0526718463244,278.504638671875,116368201
2020-04-20,279.8675537109375,280.7762145996094,274.8699188232422,276.23291015625,41381669
2020-04-21,273.05265921899826,273.961320314569,266.6920315500033,268.0550231933594,61479357
2020-04-22,267.6007234223035,268.0550540223413,263.96607862200057,267.1463928222656,42192580
2020-04-23,272.59834405734455,272.59834405734455,267.1463771761977,268.5093688964844,39474478
2020-04-24,268.50938462237923,269.87237642249283,267.1463928222656,267.1463928222656,26008090
2020-04-27,270.78094482421875,271.2352752685547,268.963623046875,270.78094482421875,38493406
2020-04-28,271.23535207713036,271.23535207713036,267.6007074931822,269.41802978515625,37395165
2020-04-29,271.6896667480469,273.96131948005393,270.78100565524403,271.6896667480469,44059301
2020-04-30,274.4156337794412,277.1416168964555,273.9613032599388,276.6872863769531,55126085
2020-05-04,267.60069264557404,269.41801483671543,267.14636209778865,268.0550231933594,71581861
2020-05-05,269.4180300433422,270.7810217636289,268.0550383230555,268.5093688964844,23547405
2020-05-06,267.6006924397237,268.96368408203125,265.7833702499802,268.96368408203125,34240479
2020-05-07,267.600677028624,271.689651720063,267.600677028624,270.32666015625,27621198
2020-05-08,272.5983127626051,272.5983127626051,268.963668592437,270.32666015625,32295893
2020-05-11,272.5982666015625,273.9612579345703,271.2352752685547,273.5069274902344,28727019
2020-05-12,270.32667593228615,271.2353370278569,268.0550231933594,268.0550231933594,52089788
2020-05-13,266.2377005939933,269.8723449707031,265.78337004690457,269.8723449707031,26156418
2020-05-14,266.2377014160156,268.0550236099816,265.7833708675241,266.2377014160156,34315948
2020-05-15,270.3266143798828,271.2352752685547,267.6006317138672,270.78094482421875,42494804
2020-05-18,264.4203492263268,266.69200171108906,263.5116882324219,263.5116882324219,84986065
2020-05-19,267.1463474384916,267.1463474384916,264.87469482421875,264.87469482421875,51250214
2020-05-20,266.23773162218987,267.1463928222656,264.4204092220384,267.1463928222656,32677994
2020-05-21,268.963668592437,270.780990677521,268.055007549895,270.32666015625,30997468
2020-05-22,267.6006932715847,268.0550238204329,264.42037942964737,265.32904052734375,40192923
2020-05-25,263.9660488807992,266.23770162504013,262.1487266854064,265.32904052734375,26803223
2020-05-26,268.0550383230555,270.3266911902,266.69204660276876,268.5093688964844,33856481
2020-05-27,269.87236035814976,270.7810215041368,268.5093686391692,269.41802978515625,23375959
2020-05-28,271.2353682226064,271.2353682226064,266.23773162218987,267.1463928222656,28444568
2020-05-29,265.32904052734375,265.78337107619194,263.511718331951,265.32904052734375,79774181
2020-06-01,267.1463771761977,269.4180300433422,266.69204660276876,268.5093688964844,35811214
2020-06-02,268.96369921216274,270.3266909311433,268.96369921216274,269.41802978515625,24771587
2020-06-03,272.5982666015625,273.5069274902344,270.78094482421875,273.5069274902344,65176337
2020-06-04,277.14163188061684,278.05029296875,276.2329707924837,278.05029296875,46572451
2020-06-05,280.3219899381144,283.50230424859546,279.86765932233146,283.0479736328125,42981262
2020-06-08,287.1368104946688,289.8627928727828,286.2281497019642,288.9541320800781,50302921
2020-06-09,287.5912015430606,289.86285400390625,285.31954908221496,289.86285400390625,36417082
2020-06-10,289.8628385795179,294.4061432594477,288.954177643532,293.04315185546875,39984259
2020-06-11,295.7691967468738,297.13218843695154,289.40856885984425,291.22589111328125,50104255
2020-06-12,284.4109186100054,288.4998934782004,283.9565880690949,287.13690185546875,45992918
2020-06-15,287.13682524106423,288.4998165001199,280.3218689457858,281.23052978515625,51032404
2020-06-16,288.0455017089844,288.0455017089844,285.31951904296875,286.2281799316406,36608216
2020-06-17,287.59117126464844,288.0455017089844,284.8651885986328,286.2281799316406,34522968
2020-06-18,288.0601501464844,288.5181154090384,286.6862543588223,288.0601501464844,29044474
2020-06-19,287.60218488393036,288.0601501464844,285.7703238337142,288.0601501464844,48130280
2020-06-22,288.0601202646891,289.89198112487793,285.7702941894531,285.7702941894531,37374616
2020-06-23,289.43396616133435,289.89193129766556,286.22821020701576,288.5180358886719,41300084
2020-06-24,292.18175673597443,293.097687007874,289.43396592027557,290.807861328125,54147024
2020-06-29,287.6021550496419,288.5180854797363,283.9384333292643,285.7702941894531,56580892
2020-06-30,287.14421403293795,287.602179286579,284.8543877647327,286.6862487792969,48991860
2020-07-01,288.518035648376,291.2658264640748,287.6021053764764,290.807861328125,29532342
2020-07-02,292.18186514718195,294.9296569824219,291.2659345354353,294.9296569824219,34526178
2020-07-03,299.5092159381224,302.7149720720167,299.05125077613746,301.7990417480469,53341987
2020-07-06,304.5468554976424,309.58447265625,304.08889030140534,309.58447265625,57256220
2020-07-07,314.6221020922527,316.9119281627931,309.5844847370638,310.0424499511719,59046323
2020-07-08,309.12651889834586,313.7061710301732,309.12651889834586,312.332275390625,30720218
2020-07-09,316.91184082031253,317.82777099609376,314.16405029296874,315.99591064453125,35522376
2020-07-10,322.8654425250235,323.32340769172566,316.45393019119325,319.20172119140625,60902108
2020-07-13,321.4915400452607,324.6972961425781,321.03357488850105,324.6972961425781,48069523
2020-07-14,325.1552660494756,333.39863899157496,324.69730088602563,332.940673828125,61764150
2020-07-15,335.23048741364283,338.8942085875624,330.6508359462433,332.4826965332031,73438362
2020-07-16,328.81902504234046,330.6508859060861,323.78140766703996,327.44512939453125,68220512
2020-07-17,330.65081146822314,337.9782532736131,329.73488124254936,336.1463928222656,65727485
2020-07-20,338.89415886884177,338.89415886884177,332.02468267555446,335.2304382324219,42769238
2020-07-21,341.184061712758,354.4650520344627,340.26813134574394,350.80133056640625,64219128
2020-07-22,348.9694333076477,353.5490846633911,347.13757276535034,351.71722412109375,43759670
2020-07-23,349.8853943751024,350.80132472686967,347.1376033198006,349.42742919921875,45209282
2020-07-24,357.21291655703527,361.7925693334075,349.8854721148397,353.5491943359375,86682734
2020-07-27,385.14865705402497,388.8123779296875,381.48493617836243,388.8123779296875,99333798
2020-07-28,424.99169921875,427.28152518436826,392.4761705069706,398.4297180175781,166307746
2020-07-29,392.0182266596934,395.2239831861162,384.23281795266684,386.52264404296875,85663166
2020-07-30,399.80358925393097,403.92527574108493,392.47614661010175,397.5137634277344,69293949
2020-07-31,390.186358764505,395.68194128231494,389.7283935546875,389.7283935546875,49897674
2020-08-03,385.1486944418687,388.35445051926837,380.1110777488122,381.0270080566406,76429571
2020-08-04,386.06467187614754,389.7283935546875,383.3168806172426,389.7283935546875,41223445
2020-08-05,394.3080080472506,397.0557990440956,390.18632155198316,392.9341125488281,47223834
2020-08-06,400.7195439831964,401.17750917632003,394.7659964725889,398.4297180175781,41029627
2020-08-07,397.055743422299,397.5137085242855,392.0181273004475,396.5977783203125,36589460
2020-08-10,391.56025200021526,400.71955614057117,391.56025200021526,398.8876953125,36067500
2020-08-11,395.6819035456731,398.42969454251806,392.9341125488281,392.9341125488281,34545313
2020-08-12,386.5226325351469,387.8965281484235,383.77484130859375,383.77484130859375,52143474
2020-08-13,392.0181822165465,392.9341125488281,388.8124260535607,392.9341125488281,44352335
2020-08-14,388.3545036226581,392.01822535494733,387.4385731895858,391.102294921875,23419955
2020-08-17,391.1022749275997,398.4297180175781,389.7283793482287,398.4297180175781,34137731
2020-08-18,403.00928974812354,403.46725485011007,395.6818481163395,396.5977783203125,41643160
2020-08-19,399.34568113806654,399.80364636872946,391.5602722167969,391.5602722167969,31486800
2020-08-20,391.10218505859376,391.5601501464844,367.2880004882813,380.11102294921875,75097235
2020-08-21,386.0645872729406,391.1022034769766,384.69069194456716,388.8123779296875,41609467
2020-08-24,391.56025378503534,397.9717667125096,389.2704277395088,392.0182189941406,48375406
2020-08-25,397.05577991691916,399.3456056373166,394.30798905244217,397.9717102050781,35977899
2020-08-26,398.8876998003791,404.84124755859375,398.42973458820876,404.84124755859375,39243340
2020-08-27,410.336817286036,415.3744344625387,406.673095703125,406.673095703125,53072712
2020-08-28,403.00936994881465,403.4673351419383,394.7659964725889,398.4297180175781,56842210
2020-08-31,400.2616181457448,402.5514443365099,390.64434814453125,390.64434814453125,81480538
2020-09-01,393.8500660863416,398.4297180175781,392.018205313847,398.4297180175781,37429577
2020-09-02,403.92521995209654,403.92521995209654,394.30795281037996,396.5977783203125,34871407
2020-09-03,402.551367628465,402.551367628465,397.0557858178375,399.3456115722656,34951617
2020-09-04,391.10225188426483,396.1398687118139,391.10225188426483,392.9341125488281,46119911
2020-09-07,392.01817042391065,396.1398567951901,389.27037950972436,390.1863098144531,32019312
2020-09-08,392.01810917334325,396.59775998144306,391.5601440925333,394.7658996582031,23714670
2020-09-09,389.2704340557304,392.01822535494733,387.4385731895858,391.102294921875,40551362
2020-09-10,396.13989205195986,398.4297180175781,394.30803127946524,398.4297180175781,35098921
2020-09-11,398.8876889852587,399.8036193847656,396.139897786738,399.8036193847656,34298469
2020-09-14,399.34561094945786,404.84119275151465,398.8876457992865,403.9252624511719,39085833
2020-09-15,403.46739347650765,409.42094184789767,402.55146295783226,407.5890808105469,39061449
2020-09-16,421.3279544213974,423.15981509279476,417.2062679107533,419.49609375,64261238
2020-09-17,417.1937164000444,419.03563126273775,411.207493096291,413.0494079589844,42058506
2020-09-18,411.66799328778245,413.97038698625994,407.98416337021837,408.9051208496094,52454922
2020-09-21,408.44463407343085,414.43085757168853,405.2212829589844,405.2212829589844,39463920
2020-09-22,405.2212461563215,406.1422035339495,401.5374166458095,402.4583740234375,36130639
2020-09-23,401.53740927092343,403.83980267270624,397.85357982807096,399.2350158691406,45710963
2020-09-24,391.86742677079866,395.09077810733874,389.5650329589844,389.5650329589844,79806381
2020-09-25,393.2487728190872,394.1697301324808,387.7230289387253,390.48590087890625,38775269
2020-09-28,393.24878884466887,397.3930969238281,390.9463954673581,397.3930969238281,34156973
2020-09-29,398.3140532101943,400.6164465813515,394.16974514211137,396.9326171875,32230502
2020-09-30,396.47217307850616,400.6164815078982,396.47217307850616,398.7745666503906,27334204
2020-10-05,403.3794145705383,403.3794145705383,397.39319038170606,398.31414794921875,32945832
2020-10-06,406.60268748416837,407.0631661789409,402.9188579259879,404.7607727050781,35775395
2020-10-07,400.61653154429143,409.82610698209123,400.61653154429143,407.98419189453125,42926239
2020-10-08,414.43085323106374,418.1146830375621,413.0494170536269,417.1937255859375,60853811
2020-10-12,421.7984965448794,425.48232620902684,421.338017836861,423.6404113769531,64719223
2020-10-13,428.2452333128297,428.2452333128297,420.4170946393694,425.48236083984375,45750738
2020-10-14,424.10085740432237,424.56133607685695,420.8775066965805,422.71942138671875,40809241
2020-10-15,419.95659794081126,420.41707666662353,414.43085323106374,417.1937255859375,47775028
2020-10-16,415.3517719090383,419.95655873729817,413.04937849490835,413.5098571777344,46876801
2020-10-19,417.1936439389088,421.33795166015625,415.35172939613216,421.33795166015625,34470906
2020-10-20,419.49608431052735,420.8775203730209,415.3517761230469,415.3517761230469,25205638
2020-10-21,417.65420431174977,419.95659794081126,415.3518106826883,417.1937255859375,28058921
2020-10-22,414.4308270464887,419.0356140136719,413.97034834977035,419.0356140136719,23438547
2020-10-23,421.7985726415584,421.7985726415584,415.8123483573441,416.2728271484375,18777385
2020-10-26,419.03557264539927,419.03557264539927,414.4307861328125,414.4307861328125,15059581
2020-10-27,412.1284780139624,413.0494355067311,410.2865630284252,411.6679992675781,20117660
2020-10-28,409.8260783290004,411.66799328778245,407.98416337021837,408.9051208496094,24710230
2020-10-29,401.9978953346235,404.7607674675075,401.0769379569955,402.4583740234375,41285612
2020-10-30,402.458394297847,402.458394297847,397.8536071777344,397.8536071777344,47668895
2020-11-02,398.7745717308141,401.07696533203125,394.16978452837975,401.07696533203125,33477443
2020-11-03,404.7607758191167,407.9841267073236,403.3793397241709,406.1422119140625,30328495
2020-11-04,409.365520968967,415.8122220865885,407.98408501519094,414.4307861328125,37512790
2020-11-05,415.8122548105447,415.8122548105447,410.28651056057066,415.3517761230469,34886108
2020-11-06,419.03557810072084,419.4960567579744,414.4307915281854,416.7331848144531,30154140
2020-11-09,421.79849346331446,423.64040828193157,418.1146638260803,422.25897216796875,39245881
2020-11-10,416.27273349804256,418.5751269355317,413.0493826855577,415.3517761230469,34820499
2020-11-11,413.04939503742776,420.8775329589844,413.04939503742776,420.8775329589844,36765561
2020-11-12,426.40331031766,426.86378905450414,421.3380442123746,421.79852294921875,40100880
2020-11-13,422.7194883668577,425.48236083984375,420.4170946393694,425.48236083984375,31037438
2020-11-16,432.8500334684514,446.2039174797121,431.9290759504334,445.7434387207031,81994937
2020-11-17,462.32061396715693,466.0044435605207,447.12481689453125,447.12481689453125,72413868
2020-11-18,451.26917879346394,457.71588134765625,448.04582751636775,457.71588134765625,50387727
2020-11-19,459.55775127800143,459.55775127800143,451.2691345214844,451.2691345214844,44220053
2020-11-20,447.58533115074283,451.26916103675717,447.58533115074283,449.42724609375,32281453
2020-11-23,455.41345620515483,459.09728598234517,453.1110625944109,457.25537109375,38084006
2020-11-24,460.0182651426734,460.47874388656,452.65060524048846,453.111083984375,35479226
2020-11-25,455.8738843224622,456.33436299349495,448.5062255859375,448.5062255859375,41419632
2020-11-26,450.34814453125,454.49245260975846,449.42718718047036,450.34814453125,28893033
2020-11-27,448.96670850508053,453.11101658358893,448.0457511543009,450.34814453125,32960189
2020-11-30,454.0320180521795,454.4924967723136,442.5200500488281,442.5200500488281,119895176
2020-12-01,450.80865581278897,451.2691345214844,445.2829113084443,451.2691345214844,37018651
2020-12-02,460.01818740630677,460.47866607237916,454.4924434134382,459.5577087402344,50621339
2020-12-03,460.01827511701066,460.01827511701066,455.87396633217276,457.71588134765625,35651379
2020-12-04,459.0972688041672,465.0834919681132,458.17631139432933,463.2415771484375,51172005
2020-12-07,471.53021643968873,474.29308880164,466.0044717157861,473.37213134765625,44271244
2020-12-08,473.37206134359343,483.50259183927346,468.767274754648,482.5816345214844,40771761
2020-12-09,479.81878450833835,482.58165658804086,478.8978271484375,478.8978271484375,43314115
2020-12-10,470.6092549562454,474.29308474063873,469.6882975101471,471.53021240234375,42556926
2020-12-11,476.13500775477684,476.13500775477684,465.0835182130799,475.21405029296875,45660960
2020-12-14,471.53026574803147,472.4512232983206,467.846435546875,467.846435546875,30260485
2020-12-15,466.9254395621163,469.6883119855608,464.1625671386719,464.1625671386719,39852366
2020-12-16,468.76734006404877,474.29308474063873,466.9254251718521,471.53021240234375,52012348
2020-12-17,476.62033291313594,476.62033291313594,470.1419982910156,470.1419982910156,38215179
2020-12-18,470.141936896829,473.8438419117647,469.2164606430951,471.9928894042969,39924864
2020-12-21,473.84396196705427,478.4713444081388,470.14205601418666,477.5458679199219,34813281
2020-12-22,473.8438727897839,477.5457780459541,471.06744384765625,471.06744384765625,22454277
2020-12-23,470.14196753361375,472.91839647574136,468.29101490552864,471.06744384765625,18086715
2020-12-24,472.9183656580308,473.8438419117647,470.141936896829,471.9928894042969,14950143
2020-12-25,475.69482493540545,476.62030124850935,471.99291968298985,472.91839599609375,12327895
2020-12-28,473.8439016990291,476.6203308105469,471.06747258751136,476.6203308105469,19087382
2020-12-29,476.6203308105469,478.4712835515587,474.76937806953504,476.6203308105469,19907528
2020-12-30,477.54571428571427,485.875,475.6947619047619,485.875,46292401
2020-12-31,486.8005967626032,490.50250244140625,484.9496439232017,490.50250244140625,29970398
2021-01-04,490.5024702157547,499.75723380473124,488.65151749795945,496.0553283691406,38770328
2021-01-05,496.0554172192113,501.6082763671875,495.12994069454857,501.6082763671875,34411866
2021-01-06,513.6392828936134,513.6392828936134,500.6826162980988,508.08642578125,53030554
2021-01-07,512.713924657771,527.5215470305586,511.7884482594718,522.8941650390625,51166782
2021-01-08,536.7762451171875,536.7762451171875,528.4469585550243,536.7762451171875,59563555
2021-01-11,533.9999360385007,540.478271484375,531.2235065616974,540.478271484375,48810990
2021-01-12,539.5527921053762,552.5094629278037,538.6273156180599,546.9566040039062,50232426
2021-01-13,550.6584442390883,559.9132080078125,548.8074914853435,559.9132080078125,62662393
2021-01-14,543.254516086063,552.5092778592497,543.254516086063,547.8818969726562,75288477
2021-01-15,574.7207682223963,578.4226733317194,556.2112426757812,556.2112426757812,92010500
2021-01-18,562.6896365321252,562.6896365321252,549.7329672698723,561.76416015625,45726476
2021-01-19,571.9443341852946,584.90100195001,567.3169528407534,580.2736206054688,50672866
2021-01-20,585.8264744093834,601.5595708785138,583.9755218836034,598.7831420898438,82066422
2021-01-21,592.3048616270431,628.398439132441,592.3048616270431,622.8455810546875,89019137
2021-01-22,600.6340942382812,615.4417144352188,600.6340942382812,600.6340942382812,125179403
2021-01-25,594.1558872602562,597.857793099884,579.3482639017452,585.8265991210938,93050133
2021-01-26,584.9010039442362,592.3048141207455,564.5405259588356,571.0188598632812,100153482
2021-01-27,571.9444591987424,578.42279449711,565.4661239003748,569.1680297851562,59985191
2021-01-28,555.2857663984505,562.6895766170966,553.434813843789,556.2112426757812,96447533
2021-01-29,572.8699456487614,572.8699456487614,546.9566040039062,546.9566040039062,90745237
2021-02-01,550.6584424707191,566.3915408270254,543.2546314795162,565.466064453125,67462398
2021-02-02,582.1245114290261,590.4537969661665,575.6461782334726,584.9009399414062,78429188
2021-02-03,590.4538589719742,594.1557640438988,583.050048828125,583.050048828125,48738970
2021-02-04,579.3481443365605,584.90100195001,573.7952867231111,580.2736206054688,46371900
2021-02-05,590.4537969661665,593.2302254785466,583.9754637706129,584.9009399414062,53267273
2021-02-17,613.5907592773438,618.2181405690282,610.8143305023332,613.5907592773438,107614290
2021-02-18,614.5161746863163,615.4416508530126,607.1123653527462,610.8142700195312,53109010
2021-02-19,607.1125503259203,608.0380267745878,598.7832622879122,603.41064453125,50279585
2021-02-22,610.814394906851,612.6653476186899,601.5596313476562,601.5596313476562,36474610
2021-02-23,593.2303466796875,595.0812993994368,585.8265358006898,593.2303466796875,50076333
2021-02-24,580.2736822265625,588.60296953125,578.4227294921875,578.4227294921875,66206750
2021-02-25,588.6028443343996,588.6028443343996,581.1990349717028,587.6773681640625,43231417
2021-02-26,565.4659428864029,571.9442761109607,560.8385620117188,560.8385620117188,111861175
2021-03-02,574.7207665654826,575.6462428401452,563.6150512695312,563.6150512695312,54041533
2021-03-03,563.6151084777243,575.6463012695312,556.21129752892,575.6463012695312,48252965
2021-03-04,563.6150528944273,565.4660054490888,556.2112426757812,556.2112426757812,67711962
2021-03-05,544.1800510704816,559.9131477851042,540.4781459611585,556.2112426757812,79918467
2021-03-08,562.689515180811,564.5404675333795,553.4347534179688,553.4347534179688,43219772
2021-03-09,541.4036234366794,550.6583862304688,541.4036234366794,550.6583862304688,68768861
2021-03-10,556.2113049377748,556.2113049377748,548.8074938903502,552.5093994140625,40146301
2021-03-11,551.5838596989173,566.391480093519,550.6583834242547,563.6150512695312,54416046
2021-03-12,569.1678467790933,571.9442752999669,563.614989737346,568.2423706054688,33168846
2021-03-15,568.2424935748261,568.2424935748261,563.6151117053242,565.466064453125,27416758
2021-03-16,564.5405874827946,567.3170166015625,561.7641583640268,567.3170166015625,36949425
2021-03-17,568.7108623176221,568.7108623176221,559.4182011686413,561.2767333984375,39517807
2021-03-18,563.135523190926,565.9233228106832,559.41845703125,559.41845703125,29415526
2021-03-19,551.9842101740958,555.7012755624735,549.1964111328125,549.1964111328125,70866028
2021-03-22,546.4086000079047,555.7012632733453,544.5500673548166,551.054931640625,34089033
2021-03-23,554.7718068132497,560.347402861624,551.0547427810001,551.9840087890625,29374037
2021-03-24,530.6109932793512,540.8329213460287,530.6109932793512,535.25732421875,107253959
2021-03-25,531.5402046535327,539.9035994819973,529.6816724694294,534.3280029296875,67833354
2021-03-26,540.8330200195313,550.1256835937501,538.9744873046875,548.2671508789062,36829858
2021-03-29,556.6304321289062,559.4182306203699,553.8426336374426,556.6304321289062,37884733
2021-03-30,557.5597101719535,557.5597101719535,550.1255807029942,554.7719116210938,33099123
2021-03-31,553.8427676147253,554.7720340033405,545.4793701171875,545.4793701171875,38790886
2021-04-01,555.701390871574,559.41845703125,551.9843247118979,559.41845703125,43091157
2021-04-07,570.5694205862577,570.5694205862577,564.993823642418,566.8523559570312,24603109
2021-04-08,563.1353341580216,569.6401977539062,560.3475354740709,569.6401977539062,23976625
2021-04-09,574.286485215484,574.286485215484,565.9230897997246,566.8523559570312,27303862
2021-04-12,568.7109181301653,569.6401843362603,560.3475222753099,562.2060546875,22606128
2021-04-13,561.276788481405,569.6401843362603,561.276788481405,562.2060546875,25971622
2021-04-14,564.993811912786,568.7108764648438,557.5596828086703,568.7108764648438,30077913
2021-04-15,568.7109564317448,575.2158203125,564.0646250883482,575.2158203125,33530942
2021-04-16,566.8523559570312,567.7816221143378,560.347492855885,566.8523559570312,48507383
2021-04-19,562.2060666313614,564.0645990830353,558.4890017280136,560.3475341796875,24231637
2021-04-20,555.701390871574,559.41845703125,552.9135912518169,559.41845703125,34771635
2021-04-21,556.6303504737648,556.6303504737648,550.12548828125,550.12548828125,38458220
2021-04-22,553.8427428682846,555.7012755624735,549.1964111328125,549.1964111328125,33868521
2021-04-23,550.1257916320599,559.41845703125,548.2672585522217,559.41845703125,27754511
2021-04-26,562.2060251704982,566.8523559570312,560.347492855885,566.8523559570312,30887664
2021-04-27,564.993823642418,567.7816221143378,562.2060251704982,566.8523559570312,26317481
2021-04-28,563.135523190926,564.9940562707642,558.489190491331,559.41845703125,24024054
2021-04-29,565.9231497192383,565.9231497192383,557.5597534179688,557.5597534179688,31828333
2021-05-03,552.9134950183686,554.7720277747329,546.4086303710938,546.4086303710938,41762441
2021-05-04,546.4086120915291,551.9842101740958,540.8330140089626,549.1964111328125,40273595
2021-05-05,551.9841233473558,551.9841233473558,543.6207275390625,543.6207275390625,29254785
2021-05-06,548.2671692830334,548.2671692830334,538.9745053968803,545.4793701171875,30725590
2021-05-07,551.9841013098002,557.5596982927275,547.3377704906941,556.6304321289062,28075722
2021-05-10,553.8425699178958,554.7718359748051,546.408441462622,547.3377075195312,20434079
2021-05-11,538.0450909776571,538.9743571106064,529.6816957811131,530.6109619140625,59349193
2021-05-12,526.8940246582032,530.6110900878906,481.35997314453124,520.38916015625,131741482
