Date,Open,High,Low,Close,Volume,Return,MA5,MA10,MA20,Price_Change,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Target
2020-02-07,-1.70217416159882,-1.6957012120420263,-1.7208043741560515,-1.6625270635478115,-0.15175478047854946,-0.6656938847512036,-1.7067925277771547,-1.723252480123933,-1.7336197035402523,-0.2697275411808029,-0.391522459643898,-0.30423587186206325,-0.30345320174363216,-1.774574474646452,-1.7336799152269864,0
2020-02-10,-1.75450172049487,-1.7108850616446025,-1.7520343670148961,-1.6655219454795718,-0.06336958239949579,-0.07497690384436628,-1.6916000468193833,-1.727545850605676,-1.737220686901086,0.8091827020774756,-0.4745278525949444,-0.2976608966490236,-0.3032809560742805,-1.7796032682605725,-1.7359592594222266,0
2020-02-11,-1.6990962092366513,-1.683554127197698,-1.6958203767988325,-1.6415617042467134,-0.21311958514933965,0.6007606521996779,-1.6837000577703711,-1.7284658831378692,-1.7397257228468166,0.134863760605525,-0.40434300485950536,-0.2732191456077073,-0.2980644228468226,-1.7848935399320611,-1.735633544307647,1
2020-02-12,-1.6806273370379872,-1.6622962146101496,-1.6770820068047112,-1.6205959496860232,0.27300722068637234,0.5193362493025504,-1.6745846333538221,-1.7272392000757666,-1.7387863304930655,0.2022956660901123,-0.4389193954694756,-0.23726555821593961,-0.2864446052577895,-1.783357993619308,-1.7352775095135382,1
2020-02-13,-1.6529244086464372,-1.65014897963743,-1.6645899311939267,-1.6205959496860232,-0.44288552627126127,0.0,-1.6715460649843896,-1.71589242222255,-1.7370641111778549,-0.4045913321802328,-0.2723244929071583,-0.20880327364488843,-0.2712745156329431,-1.7812027168231512,-1.7339209285035997,0
2020-02-14,-1.6590806149556705,-1.6562225971237896,-1.6677129500966228,-1.6205959496860232,-0.7235123865797838,0.0,-1.6630382981033776,-1.7066923194923966,-1.7353418918626444,-0.2697275547868247,-0.08852845998272357,-0.1864687639222785,-0.2545397070356392,-1.7791716470111156,-1.7324318663781646,0
2020-02-17,-1.6929400036937445,-1.680517318832541,-1.6926973582848908,-1.6415617042467134,-0.7715387679251418,-0.5139102842187055,-1.6581767972261556,-1.6965722044656661,-1.7372206765701468,0.0,-0.1593631981151001,-0.18571266893157526,-0.24101824942144265,-1.7824954049430746,-1.732874439191438,0
2020-02-18,-1.7360333844535565,-1.719995769964766,-1.7457886145881134,-1.6984680182864875,1.4398308443039856,-1.409608779378762,-1.6697230121801367,-1.6984122492944362,-1.7427004446384824,-0.33715941130958155,-0.438920230706089,-0.23059210018720688,-0.23949597906598885,-1.7876786468656891,-1.7389767915051144,0
2020-02-19,-1.7483453273677898,-1.716958492817736,-1.7457881399590223,-1.671511906972888,0.32932108324981496,0.6874213704288833,-1.680053791766581,-1.6990255705898714,-1.7473973857453589,0.5394551854014236,0.2600300101210705,-0.2434386221703125,-0.24093460127374783,-1.7972288785984865,-1.7387596835995431,1
2020-02-20,-1.7144864063670262,-1.7048114723232894,-1.7270502435288348,-1.677502263725797,-0.23785066276899242,-0.15065760498598768,-1.6916000067205619,-1.7033189006003817,-1.753816546167446,-0.33715945439889167,0.10442535250234432,-0.25772029718227657,-0.24503507945579459,-1.8158991402966658,-1.732470441840999,0
